date,oven_id,layer_id,accumulation_hour,anomaly_total_number,lamp_id
2022/6/8,1E0,16,5824.0,1.0,10
2022/7/30,1E0,16,12750.0,2.0,32_89
2022/8/15,1E0,16,6507.0,,
2022/9/1,1E0,16,6543.0,,
2022/4/9,1E0,17,5166.0,2.0,74_89
2022/5/4,1E0,17,5565.0,,
2022/6/11,1E0,17,5872.0,2.0,10_70
2022/6/2,1E0,17,6082.0,,
2022/6/30,1E0,17,6506.0,,
2022/6/6,1E0,17,6126.0,2.0,83_85
2022/7/12,1E0,17,6608.0,3.0,10_41_91
2022/7/30,1E0,17,6788.0,,
2022/8/15,1E0,17,6893.0,,
2022/9/1,1E0,17,6926.0,,
2022/2/10,1E0,18,3909.0,3.0,33_103_106
2022/3/10,1E0,18,4412.0,2.0,35_87
2022/4/24,1E0,18,5212.0,2.0,14_19
2022/5/25,1E0,18,5714.0,2.0,53_106
2022/5/4,1E0,18,5369.0,,
2022/6/18,1E0,18,6096.0,2.0,17_104
2022/6/2,1E0,18,5859.0,,
2022/6/30,1E0,18,6280.0,,
2022/6/6,1E0,18,5893.0,2.0,58_119
2022/7/30,1E0,18,6551.0,,
2022/7/6,1E0,18,7857.0,3.0,8_77_97
2022/8/15,1E0,18,6637.0,,
2022/8/6,1E0,18,6565.0,3.0,11_28_51
2022/9/1,1E0,18,6671.0,,
2022/3/4,1E0,19,4398.0,2.0,23_94
2022/4/20,1E0,19,5225.0,2.0,101_106
2022/4/9,1E0,19,5085.0,2.0,21_87
2022/5/4,1E0,19,5450.0,,
2022/6/2,1E0,19,5947.0,,
2022/6/22,1E0,19,6284.0,3.0,8_17_33
2022/6/30,1E0,19,6396.0,,
2022/7/30,1E0,19,6664.0,,
2022/8/15,1E0,19,6769.0,,
2022/9/1,1E0,19,6799.0,,
2022/5/15,1G0,1,4375.0,1.0,1
2022/5/4,1G0,1,8460.0,4.0,3_88_91_93
2022/6/2,1G0,1,4600.0,,
2022/6/30,1G0,1,4864.0,,
2022/7/1,1G0,1,4864.0,2.0,101_107
2022/7/30,1G0,1,5065.0,,
2022/8/15,1G0,1,5148.0,,
2022/9/1,1G0,1,5168.0,,
2022/5/15,1G0,2,4219.0,1.0,79
2022/5/4,1G0,2,4078.0,,
2022/6/2,1G0,2,4438.0,,
2022/6/30,1G0,2,4709.0,,
2022/7/1,1G0,2,4709.0,1.0,26
2022/7/30,1G0,2,4910.0,,
2022/8/15,1G0,2,4986.0,,
2022/9/1,1G0,2,5007.0,,
2022/5/4,1G0,3,3877.0,,
2022/6/2,1G0,3,4247.0,,
2022/6/30,1G0,3,4601.0,,
2022/7/30,1G0,3,4797.0,,
2022/8/15,1G0,3,4875.0,,
2022/9/1,1G0,3,4895.0,,
2022/5/4,1G0,4,3696.0,,
2022/6/2,1G0,4,4058.0,,
2022/6/30,1G0,4,4415.0,,
2022/7/30,1G0,4,4608.0,,
2022/8/15,1G0,4,4685.0,,
2022/9/1,1G0,4,4707.0,,
2022/5/4,1G0,5,3453.0,,
2022/6/2,1G0,5,3808.0,,
2022/6/30,1G0,5,4156.0,,
2022/7/30,1G0,5,4349.0,,
2022/8/15,1G0,5,4424.0,,
2022/9/1,1G0,5,4446.0,,
2022/5/4,1G0,6,3239.0,,
2022/6/2,1G0,6,3570.0,,
2022/6/30,1G0,6,3908.0,,
2022/7/30,1G0,6,4091.0,,
2022/8/15,1G0,6,4168.0,,
2022/9/1,1G0,6,4187.0,,
2022/5/4,1G0,7,2934.0,,
2022/5/6,1G0,7,6141.0,1.0,78
2022/6/2,1G0,7,3261.0,,
2022/6/30,1G0,7,3594.0,,
2022/7/30,1G0,7,3773.0,,
2022/8/15,1G0,7,3844.0,,
2022/9/1,1G0,7,3861.0,,
2022/5/4,1G0,8,2682.0,,
2022/6/2,1G0,8,2977.0,,
2022/6/30,1G0,8,3303.0,,
2022/7/30,1G0,8,3476.0,,
2022/8/15,1G0,8,3543.0,,
2022/9/1,1G0,8,3555.0,,
2022/5/4,1G0,9,2370.0,,
2022/6/2,1G0,9,2647.0,,
2022/6/30,1G0,9,2959.0,,
2022/7/30,1G0,9,3119.0,,
2022/8/15,1G0,9,3183.0,,
2022/9/1,1G0,9,3196.0,,
2022/5/4,1G0,10,2074.0,,
2022/6/2,1G0,10,2329.0,,
2022/6/30,1G0,10,2619.0,,
2022/7/30,1G0,10,2772.0,,
2022/8/15,1G0,10,2831.0,,
2022/9/1,1G0,10,2838.0,,
2022/5/4,1G0,11,1863.0,,
2022/6/2,1G0,11,2099.0,,
2022/6/30,1G0,11,2386.0,,
2022/7/30,1G0,11,2531.0,,
2022/8/15,1G0,11,2593.0,,
2022/9/1,1G0,11,2596.0,,
2022/5/4,1G0,12,1576.0,,
2022/6/2,1G0,12,1766.0,,
2022/6/30,1G0,12,2017.0,,
2022/7/30,1G0,12,2147.0,,
2022/8/15,1G0,12,2200.0,,
2022/9/1,1G0,12,2204.0,,
2022/4/18,1G0,13,1189.0,2.0,38_91
2022/5/4,1G0,13,2170.0,,
2022/6/2,1G0,13,2296.0,,
2022/6/30,1G0,13,2320.0,,
2022/7/1,1G0,13,2320.0,2.0,8_26
2022/7/30,1G0,13,2399.0,,
2022/8/15,1G0,13,2443.0,,
2022/9/1,1G0,13,2447.0,,
2022/5/4,1G0,14,1164.0,,
2022/6/2,1G0,14,1293.0,,
2022/6/30,1G0,14,1526.0,,
2022/7/30,1G0,14,1630.0,,
2022/8/15,1G0,14,1675.0,,
2022/9/1,1G0,14,1678.0,,
2022/5/4,1G0,15,0.0,,
2022/6/2,1G0,15,144.0,,
2022/6/30,1G0,15,180.0,,
2022/7/30,1G0,15,235.0,,
2022/8/15,1G0,15,270.0,,
2022/9/1,1G0,15,271.0,,
2022/5/4,1G0,16,0.0,,
2022/6/2,1G0,16,135.0,,
2022/6/30,1G0,16,351.0,,
2022/7/30,1G0,16,427.0,,
2022/8/15,1G0,16,459.0,,
2022/9/1,1G0,16,460.0,,
2022/5/4,1G0,17,0.0,,
2022/6/2,1G0,17,125.0,,
2022/6/30,1G0,17,307.0,,
2022/7/30,1G0,17,377.0,,
2022/8/15,1G0,17,412.0,,
2022/9/1,1G0,17,412.0,,
2022/5/4,1G0,18,0.0,,
2022/6/2,1G0,18,121.0,,
2022/6/30,1G0,18,282.0,,
2022/7/30,1G0,18,346.0,,
2022/8/15,1G0,18,374.0,,
2022/9/1,1G0,18,374.0,,
2022/5/4,1G0,19,0.0,,
2022/6/2,1G0,19,771.0,,
2022/6/30,1G0,19,771.0,,
2022/7/30,1G0,19,771.0,,
2022/8/15,1G0,19,771.0,,
2022/9/1,1G0,19,771.0,,
2022/10/31,2B0,1,0.0,,
2022/11/28,2B0,1,100.0,,
2022/12/28,2B0,1,162.0,,
2022/2/17,2B0,1,4368.0,3.0,29_79_62
2022/3/21,2B0,1,4962.0,2.0,30_86
2022/5/4,2B0,1,5835.0,,
2022/6/2,2B0,1,6455.0,,
2022/6/30,2B0,1,7022.0,,
2022/6/7,2B0,1,6546.0,3.0,12_64_76
2022/7/30,2B0,1,7553.0,,
2022/8/13,2B0,1,7692.0,3.0,11_51_74
2022/8/15,2B0,1,7744.0,,
2022/8/24,2B0,1,7800.0,3.0,8_27_85
2022/8/31,2B0,1,7957.0,4.0,13_15_39_46
2022/9/1,2B0,1,7957.0,,
2022/9/12,2B0,1,8151.0,3.0,24_74_84
2022/9/28,2B0,1,8348.0,,
2023/2/6,2B0,1,1018.0,,
2022/10/19,2B0,2,8395.0,2.0,18_36
2022/10/31,2B0,2,0.0,,
2022/11/28,2B0,2,100.0,,
2022/12/28,2B0,2,161.0,,
2022/4/26,2B0,2,5679.0,2.0,18_111
2022/5/23,2B0,2,6213.0,2.0,29_64
2022/5/4,2B0,2,5833.0,,
2022/6/1,2B0,2,6374.0,1.0,74
2022/6/17,2B0,2,6691.0,2.0,34_119
2022/6/2,2B0,2,6395.0,,
2022/6/30,2B0,2,6954.0,,
2022/7/30,2B0,2,7486.0,,
2022/8/15,2B0,2,7710.0,,
2022/8/19,2B0,2,7716.0,2.0,15_103
2022/9/1,2B0,2,7920.0,,
2022/9/20,2B0,2,8214.0,2.0,25_43
2022/9/28,2B0,2,8260.0,,
2022/9/3,2B0,2,7962.0,2.0,22_105
2023/2/6,2B0,2,994.0,,
2022/10/31,2B0,3,8599.0,,
2022/11/28,2B0,3,100.0,,
2022/12/28,2B0,3,161.0,,
2022/4/9,2B0,3,5395.0,2.0,1_29
2022/5/2,2B0,3,5818.0,2.0,2_113
2022/5/23,2B0,3,6228.0,2.0,43_111
2022/5/4,2B0,3,5849.0,,
2022/6/13,2B0,3,6610.0,1.0,41
2022/6/2,2B0,3,6402.0,,
2022/6/30,2B0,3,6949.0,,
2022/7/12,2B0,3,2117.0,2.0,92_106
2022/7/30,2B0,3,7454.0,,
2022/8/13,2B0,3,7594.0,2.0,13_105
2022/8/15,2B0,3,7647.0,,
2022/8/3,2B0,3,7449.0,2.0,94_102
2022/9/1,2B0,3,7888.0,,
2022/9/20,2B0,3,8186.0,2.0,41_120
2022/9/28,2B0,3,8229.0,,
2022/9/3,2B0,3,7905.0,2.0,43_60
2023/2/6,2B0,3,1011.0,,
2022/10/19,2B0,4,8167.0,2.0,94_103
2022/10/27,2B0,4,8229.0,2.0,90_91
2022/10/31,2B0,4,8262.0,,
2022/11/14,2B0,4,8427.0,2.0,87_95
2022/11/2,2B0,4,8262.0,1.0,52
2022/11/28,2B0,4,8689.0,,
2022/12/14,2B0,4,8869.0,3.0,89_91_104
2022/12/22,2B0,4,9017.0,2.0,60_91
2022/12/28,2B0,4,9163.0,,
2022/12/30,2B0,4,9163.0,3.0,29_91_96
2022/12/4,2B0,4,8689.0,3.0,23_72_99
2022/4/14,2B0,4,5354.0,3.0,18_29_115
2022/5/4,2B0,4,5762.0,,
2022/6/2,2B0,4,6370.0,,
2022/6/30,2B0,4,6921.0,,
2022/6/7,2B0,4,6459.0,2.0,30_89
2022/6/9,2B0,4,6488.0,3.0,31_37_119
2022/7/30,2B0,4,7417.0,,
2022/7/8,2B0,4,7019.0,1.0,56
2022/8/15,2B0,4,7486.0,,
2022/8/5,2B0,4,7433.0,2.0,91_92
2022/9/1,2B0,4,7730.0,,
2022/9/16,2B0,4,7992.0,3.0,6_66_119
2022/9/28,2B0,4,8104.0,,
2023/2/6,2B0,4,533.0,,
2022/10/28,2B0,5,8472.0,2.0,29_43
2022/10/31,2B0,5,8561.0,,
2022/11/28,2B0,5,0.0,,
2022/12/28,2B0,5,0.0,,
2022/5/26,2B0,5,6272.0,1.0,34
2022/5/4,2B0,5,5808.0,,
2022/6/2,2B0,5,6410.0,,
2022/6/22,2B0,5,6798.0,2.0,30_36
2022/6/27,2B0,5,6698.0,1.0,72
2022/6/30,2B0,5,6934.0,,
2022/6/8,2B0,5,6516.0,3.0,51_77_49
2022/7/30,2B0,5,7391.0,,
2022/7/6,2B0,5,6962.0,1.0,96
2022/8/13,2B0,5,7549.0,3.0,7_94_108
2022/8/15,2B0,5,7603.0,,
2022/8/29,2B0,5,7778.0,2.0,38_64
2022/8/3,2B0,5,6609.0,2.0,24_66
2022/9/1,2B0,5,7813.0,,
2022/9/20,2B0,5,8149.0,1.0,68
2022/9/28,2B0,5,8193.0,,
2023/2/6,2B0,5,565.0,,
2022/1/17,2B0,6,2984.0,1.0,28
2022/10/31,2B0,6,7833.0,,
2022/11/14,2B0,6,8011.0,2.0,13_64
2022/11/28,2B0,6,16589.0,3.0,9_18_29
2022/12/11,2B0,6,8509.0,3.0,10_33_58
2022/12/26,2B0,6,8791.0,2.0,63_80
2022/12/28,2B0,6,8858.0,,
2022/3/15,2B0,6,4107.0,1.0,6
2022/5/4,2B0,6,5072.0,,
2022/5/6,2B0,6,5298.0,2.0,8_15
2022/6/2,2B0,6,5651.0,,
2022/6/30,2B0,6,6111.0,,
2022/7/30,2B0,6,6635.0,,
2022/8/15,2B0,6,6857.0,,
2022/8/26,2B0,6,6977.0,4.0,11_21_23_29
2022/9/1,2B0,6,7065.0,,
2022/9/28,2B0,6,7463.0,,
2023/1/21,2B0,6,9269.0,2.0,104_111
2023/1/7,2B0,6,9011.0,2.0,9_14
2023/2/4,2B0,6,9493.0,3.0,29_47_121
2023/2/6,2B0,6,9591.0,,
2022/1/17,2B0,7,3567.0,2.0,29_36
2022/10/31,2B0,7,8311.0,,
2022/11/25,2B0,7,8659.0,2.0,63_104
2022/11/28,2B0,7,8723.0,,
2022/11/4,2B0,7,8330.0,2.0,47_58
2022/11/9,2B0,7,8382.0,2.0,21_119
2022/12/11,2B0,7,8897.0,2.0,21_83
2022/12/28,2B0,7,9264.0,,
2022/12/4,2B0,7,8796.0,3.0,8_25_107
2022/2/3,2B0,7,3748.0,3.0,58_78_121
2022/5/4,2B0,7,5484.0,,
2022/6/11,2B0,7,6264.0,4.0,29_30_49_85
2022/6/2,2B0,7,6086.0,,
2022/6/30,2B0,7,6643.0,,
2022/7/30,2B0,7,7153.0,,
2022/7/7,2B0,7,6740.0,2.0,16_60
2022/8/15,2B0,7,7352.0,,
2022/8/26,2B0,7,7497.0,3.0,17_87_104
2022/8/8,2B0,7,7433.0,3.0,31_57_91
2022/9/1,2B0,7,7580.0,,
2022/9/16,2B0,7,7829.0,2.0,52_96
2022/9/28,2B0,7,7941.0,,
2023/1/10,2B0,7,9483.0,2.0,62_112
2023/1/18,2B0,7,9646.0,3.0,29_91_100
2023/1/24,2B0,7,9728.0,3.0,53_56_120
2023/2/6,2B0,7,21.0,,
2022/10/27,2B0,8,8386.0,2.0,50_104
2022/10/31,2B0,8,8495.0,,
2022/11/28,2B0,8,17767.0,2.0,72_98
2022/11/7,2B0,8,8582.0,3.0,55_56_68
2022/12/22,2B0,8,9317.0,2.0,13_60
2022/12/26,2B0,8,9368.0,2.0,98_113
2022/12/28,2B0,8,9434.0,,
2022/12/8,2B0,8,9054.0,2.0,47_64
2022/2/17,2B0,8,4296.0,3.0,29_83_117
2022/4/7,2B0,8,5165.0,2.0,54_118
2022/5/13,2B0,8,5845.0,2.0,97_115
2022/5/4,2B0,8,5670.0,,
2022/6/2,2B0,8,6256.0,,
2022/6/30,2B0,8,6824.0,,
2022/7/30,2B0,8,7334.0,,
2022/8/15,2B0,8,7548.0,,
2022/9/1,2B0,8,7788.0,,
2022/9/12,2B0,8,7979.0,4.0,54_59_62_64
2022/9/23,2B0,8,8168.0,2.0,59_92
2022/9/28,2B0,8,8169.0,,
2023/1/11,2B0,8,9650.0,3.0,45_78_96
2023/1/3,2B0,8,9495.0,3.0,29_73_119
2023/2/6,2B0,8,0.0,,
2022/10/27,2B0,9,6381.0,3.0,29_58_113
2022/10/31,2B0,9,6489.0,,
2022/11/28,2B0,9,6986.0,,
2022/12/28,2B0,9,14980.0,2.0,45_77
2022/12/4,2B0,9,7011.0,3.0,25_43_49
2022/2/17,2B0,9,4226.0,3.0,15_29_41
2022/4/24,2B0,9,5431.0,3.0,67_72_60
2022/5/18,2B0,9,5918.0,4.0,13_41_43_69
2022/5/4,2B0,9,5625.0,,
2022/6/2,2B0,9,5991.0,,
2022/6/30,2B0,9,5991.0,,
2022/7/30,2B0,9,5991.0,,
2022/8/15,2B0,9,5991.0,,
2022/9/1,2B0,9,5991.0,,
2022/9/28,2B0,9,6246.0,,
2023/1/18,2B0,9,7843.0,3.0,65_91_92
2023/1/7,2B0,9,7625.0,2.0,17_32
2023/2/6,2B0,9,8265.0,,
2022/10/31,2B0,10,8335.0,,
2022/11/14,2B0,10,8496.0,2.0,38_47
2022/11/2,2B0,10,8335.0,2.0,60_76
2022/11/28,2B0,10,8787.0,,
2022/12/17,2B0,10,9087.0,2.0,93_108
2022/12/26,2B0,10,9202.0,2.0,64_108
2022/12/28,2B0,10,9269.0,,
2022/12/8,2B0,10,8949.0,2.0,63_93
2022/3/4,2B0,10,4396.0,3.0,29_74_107
2022/5/23,2B0,10,5930.0,4.0,76_103_105_109
2022/5/4,2B0,10,5556.0,,
2022/6/2,2B0,10,6134.0,,
2022/6/30,2B0,10,6698.0,,
2022/7/25,2B0,10,7053.0,3.0,28_29_47
2022/7/30,2B0,10,7183.0,,
2022/8/15,2B0,10,7397.0,,
2022/9/1,2B0,10,7632.0,,
2022/9/28,2B0,10,8007.0,,
2022/9/7,2B0,10,7734.0,5.0,29_31_39_58_60
2023/2/6,2B0,10,0.0,,
2022/10/20,2B0,11,7642.0,2.0,15_120
2022/10/31,2B0,11,7819.0,,
2022/11/11,2B0,11,7984.0,3.0,15_77_120
2022/11/21,2B0,11,8073.0,2.0,6_120
2022/11/28,2B0,11,16379.0,3.0,1_37_120
2022/12/21,2B0,11,8488.0,3.0,83_111_120
2022/12/28,2B0,11,8646.0,,
2022/12/30,2B0,11,8646.0,2.0,8_14
2022/12/4,2B0,11,8209.0,3.0,67_85_120
2022/2/17,2B0,11,3780.0,2.0,29_84
2022/3/31,2B0,11,4542.0,2.0,51_82
2022/5/4,2B0,11,5173.0,,
2022/5/6,2B0,11,5205.0,1.0,1
2022/5/9,2B0,11,5205.0,2.0,13_49
2022/6/2,2B0,11,5697.0,,
2022/6/20,2B0,11,6026.0,2.0,70_65
2022/6/30,2B0,11,6219.0,,
2022/6/8,2B0,11,5804.0,2.0,73_87
2022/7/30,2B0,11,6681.0,,
2022/8/15,2B0,11,6893.0,,
2022/8/3,2B0,11,6658.0,1.0,76
2022/9/1,2B0,11,7130.0,,
2022/9/20,2B0,11,7421.0,4.0,25_43_118_120
2022/9/28,2B0,11,7470.0,,
2022/9/3,2B0,11,7168.0,1.0,76
2022/9/5,2B0,11,7519.0,3.0,29_90_121
2023/1/10,2B0,11,8833.0,4.0,29_51_118_120
2023/1/12,2B0,11,8868.0,3.0,60_74_77
2023/1/18,2B0,11,8981.0,2.0,56_119
2023/1/28,2B0,11,9151.0,2.0,48_120
2023/1/3,2B0,11,8718.0,2.0,49_58
2023/2/6,2B0,11,9384.0,,
2022/10/31,2B0,12,8177.0,,
2022/11/2,2B0,12,8177.0,2.0,68_102
2022/11/28,2B0,12,8640.0,,
2022/12/22,2B0,12,8964.0,2.0,11_104
2022/12/28,2B0,12,9117.0,,
2022/12/4,2B0,12,8640.0,3.0,19_29_85
2022/4/20,2B0,12,5168.0,3.0,66_77_75
2022/4/7,2B0,12,4939.0,2.0,34_92
2022/5/4,2B0,12,5443.0,,
2022/6/2,2B0,12,6043.0,,
2022/6/20,2B0,12,6332.0,1.0,24
2022/6/30,2B0,12,6523.0,,
2022/6/7,2B0,12,6080.0,5.0,28_31_34_36_60
2022/7/30,2B0,12,7016.0,,
2022/8/15,2B0,12,7224.0,,
2022/9/1,2B0,12,7455.0,,
2022/9/28,2B0,12,7812.0,,
2022/9/3,2B0,12,7492.0,1.0,8
2022/9/5,2B0,12,7510.0,2.0,13_96
2023/1/10,2B0,12,9319.0,2.0,98_87
2023/1/16,2B0,12,9435.0,3.0,10_15_79
2023/2/6,2B0,12,9837.0,,
2022/10/19,2B0,13,7575.0,2.0,32_55
2022/10/28,2B0,13,7691.0,1.0,119
2022/10/31,2B0,13,7781.0,,
2022/11/16,2B0,13,7971.0,2.0,41_98
2022/11/17,2B0,13,7971.0,1.0,29
2022/11/28,2B0,13,8210.0,,
2022/11/4,2B0,13,7820.0,2.0,55_89
2022/12/19,2B0,13,8556.0,2.0,78_113
2022/12/26,2B0,13,8665.0,3.0,23_32_121
2022/12/28,2B0,13,8731.0,,
2022/2/27,2B0,13,3941.0,3.0,29_55_77
2022/5/4,2B0,13,5191.0,,
2022/6/13,2B0,13,5981.0,2.0,25_27
2022/6/2,2B0,13,5788.0,,
2022/6/23,2B0,13,6163.0,2.0,60_66
2022/6/30,2B0,13,6303.0,,
2022/6/7,2B0,13,5869.0,3.0,58_86_96
2022/7/30,2B0,13,6791.0,,
2022/7/7,2B0,13,6398.0,2.0,29_111
2022/8/15,2B0,13,7003.0,,
2022/9/1,2B0,13,7230.0,,
2022/9/12,2B0,13,7360.0,3.0,74_76_100
2022/9/28,2B0,13,7539.0,,
2022/9/7,2B0,13,7310.0,1.0,100
2023/1/16,2B0,13,9038.0,2.0,15_23
2023/1/24,2B0,13,9178.0,2.0,8_36
2023/2/4,2B0,13,9365.0,2.0,19_41
2023/2/6,2B0,13,9443.0,,
2022/10/19,2B0,14,7986.0,2.0,83_106
2022/10/31,2B0,14,8138.0,,
2022/11/2,2B0,14,8138.0,2.0,89_115
2022/11/21,2B0,14,8433.0,2.0,48_74
2022/11/28,2B0,14,8574.0,,
2022/11/4,2B0,14,8167.0,2.0,9_41
2022/12/28,2B0,14,9050.0,,
2022/12/30,2B0,14,9050.0,3.0,29_45_80
2022/12/8,2B0,14,8629.0,3.0,19_66_94
2022/3/7,2B0,14,4525.0,2.0,49_117
2022/4/7,2B0,14,5109.0,3.0,29_51_85
2022/5/11,2B0,14,5762.0,3.0,28_29_51
2022/5/4,2B0,14,5613.0,,
2022/6/2,2B0,14,6205.0,,
2022/6/27,2B0,14,6875.0,2.0,76_104
2022/6/30,2B0,14,6758.0,,
2022/7/27,2B0,14,7151.0,2.0,80_94
2022/7/30,2B0,14,7240.0,,
2022/7/8,2B0,14,6881.0,2.0,26_109
2022/8/15,2B0,14,7396.0,,
2022/8/8,2B0,14,7206.0,3.0,23_42_68
2022/9/1,2B0,14,7623.0,,
2022/9/16,2B0,14,7840.0,2.0,49_113
2022/9/28,2B0,14,7950.0,,
2022/9/9,2B0,14,7738.0,2.0,83_87
2023/1/11,2B0,14,9289.0,4.0,2_95_102_111
2023/1/16,2B0,14,9358.0,3.0,42_49_96
2023/1/28,2B0,14,9569.0,3.0,43_117_119
2023/1/3,2B0,14,9126.0,3.0,8_51_87
2023/2/6,2B0,14,9805.0,,
2022/10/19,2B0,15,6353.0,2.0,66_93
2022/10/27,2B0,15,6449.0,3.0,29_88_92
2022/10/31,2B0,15,6558.0,,
2022/11/14,2B0,15,6735.0,2.0,67_69
2022/11/17,2B0,15,6773.0,1.0,92
2022/11/28,2B0,15,6988.0,,
2022/12/28,2B0,15,15104.0,2.0,67_92
2022/2/19,2B0,15,2527.0,1.0,69
2022/5/23,2B0,15,4238.0,1.0,79
2022/5/4,2B0,15,3863.0,,
2022/6/2,2B0,15,4427.0,,
2022/6/30,2B0,15,4960.0,,
2022/6/7,2B0,15,4504.0,1.0,86
2022/7/30,2B0,15,5428.0,,
2022/7/6,2B0,15,5016.0,1.0,76
2022/8/15,2B0,15,5633.0,,
2022/8/19,2B0,15,5662.0,1.0,67
2022/9/1,2B0,15,5851.0,,
2022/9/20,2B0,15,6169.0,1.0,69
2022/9/28,2B0,15,6202.0,,
2023/1/24,2B0,15,8053.0,3.0,29_23_24
2023/2/6,2B0,15,16613.0,3.0,67_90_92
2022/10/19,2B0,16,7776.0,3.0,22_29_36
2022/10/31,2B0,16,7986.0,,
2022/11/16,2B0,16,8173.0,2.0,54_96
2022/11/28,2B0,16,8423.0,,
2022/11/7,2B0,16,8046.0,1.0,52
2022/12/11,2B0,16,8646.0,2.0,15_93
2022/12/14,2B0,16,8689.0,2.0,20_36
2022/12/19,2B0,16,8748.0,2.0,98_120
2022/12/23,2B0,16,8819.0,2.0,66_73
2022/12/28,2B0,16,8955.0,,
2022/2/17,2B0,16,3920.0,3.0,29_56_94
2022/4/1,2B0,16,4709.0,1.0,29
2022/4/3,2B0,16,4725.0,2.0,33_96
2022/5/4,2B0,16,5281.0,,
2022/6/16,2B0,16,6152.0,2.0,35_83
2022/6/2,2B0,16,5882.0,,
2022/6/30,2B0,16,6433.0,,
2022/7/12,2B0,16,6589.0,2.0,47_87
2022/7/27,2B0,16,6794.0,2.0,23_50
2022/7/30,2B0,16,6883.0,,
2022/8/15,2B0,16,7091.0,,
2022/8/22,2B0,16,7157.0,2.0,29_60
2022/8/29,2B0,16,7263.0,2.0,53_79
2022/9/1,2B0,16,7296.0,,
2022/9/20,2B0,16,7615.0,2.0,21_60
2022/9/28,2B0,16,7657.0,,
2023/1/10,2B0,16,9086.0,2.0,20_68
2023/1/16,2B0,16,9150.0,2.0,57_98
2023/1/3,2B0,16,8988.0,2.0,43_74
2023/2/1,2B0,16,9437.0,2.0,55_119
2023/2/6,2B0,16,19075.0,1.0,94
2022/10/31,2B0,17,8059.0,,
2022/11/11,2B0,17,8168.0,2.0,23_40
2022/11/2,2B0,17,8059.0,2.0,47_70
2022/11/28,2B0,17,8498.0,,
2022/12/27,2B0,17,8985.0,3.0,26_91_115
2022/12/28,2B0,17,9030.0,,
2022/12/8,2B0,17,8636.0,3.0,19_29_93
2022/3/15,2B0,17,4551.0,2.0,48_51
2022/3/26,2B0,17,4707.0,3.0,117_4_29
2022/5/4,2B0,17,5429.0,,
2022/6/2,2B0,17,6024.0,,
2022/6/30,2B0,17,6571.0,,
2022/7/30,2B0,17,7036.0,,
2022/7/8,2B0,17,6679.0,2.0,58_83
2022/8/15,2B0,17,7210.0,,
2022/8/8,2B0,17,7304.0,2.0,80_81
2022/9/1,2B0,17,7433.0,,
2022/9/12,2B0,17,7586.0,2.0,27_60
2022/9/28,2B0,17,7770.0,,
2023/1/31,2B0,17,9674.0,3.0,16_72_98
2023/2/6,2B0,17,9846.0,,
2022/10/31,2B0,18,8220.0,,
2022/11/2,2B0,18,8220.0,2.0,76_83
2022/11/21,2B0,18,8502.0,4.0,17_29_53_99
2022/11/28,2B0,18,8604.0,,
2022/12/21,2B0,18,8958.0,3.0,57_59_98
2022/12/28,2B0,18,9127.0,,
2022/4/3,2B0,18,4983.0,3.0,26_29_56
2022/5/4,2B0,18,5531.0,,
2022/6/17,2B0,18,6408.0,2.0,107_121
2022/6/2,2B0,18,6128.0,,
2022/6/30,2B0,18,6660.0,,
2022/7/30,2B0,18,7137.0,,
2022/8/15,2B0,18,7335.0,,
2022/8/3,2B0,18,7132.0,2.0,89_101
2022/9/1,2B0,18,7555.0,,
2022/9/14,2B0,18,7785.0,2.0,25_41
2022/9/28,2B0,18,7931.0,,
2023/2/6,2B0,18,0.0,,
2022/10/31,2B0,19,8023.0,,
2022/11/28,2B0,19,8505.0,,
2022/12/11,2B0,19,8704.0,3.0,3_29_58
2022/12/27,2B0,19,9006.0,3.0,8_28_78
2022/12/28,2B0,19,9048.0,,
2022/2/17,2B0,19,4010.0,3.0,27_29_74
2022/4/29,2B0,19,5252.0,3.0,25_78_80
2022/5/4,2B0,19,5336.0,,
2022/6/2,2B0,19,5930.0,,
2022/6/30,2B0,19,6463.0,,
2022/6/9,2B0,19,6053.0,4.0,42_44_103_105
2022/7/30,2B0,19,6941.0,,
2022/8/15,2B0,19,7142.0,,
2022/8/29,2B0,19,7320.0,2.0,34_57
2022/9/1,2B0,19,7352.0,,
2022/9/28,2B0,19,7727.0,,
2023/1/16,2B0,19,9370.0,3.0,29_38_58
2023/1/7,2B0,19,9209.0,3.0,19_48_86
2023/2/4,2B0,19,9695.0,3.0,18_23_31
2023/2/6,2B0,19,9791.0,,
2022/10/20,2C0,1,8075.0,2.0,91_119
2022/10/31,2C0,1,8254.0,,
2022/11/21,2C0,1,8566.0,3.0,28_85_115
2022/11/28,2C0,1,17349.0,2.0,44_49
2022/12/11,2C0,1,8871.0,3.0,12_25_83
2022/12/28,2C0,1,0.0,,
2022/12/4,2C0,1,8758.0,3.0,48_59_111
2022/2/19,2C0,1,4293.0,1.0,83
2022/3/4,2C0,1,4514.0,2.0,44_121
2022/4/22,2C0,1,5378.0,2.0,14_94
2022/4/7,2C0,1,5117.0,2.0,2_19
2022/5/28,2C0,1,6072.0,3.0,6_24_59
2022/5/4,2C0,1,11214.0,2.0,70_93
2022/6/17,2C0,1,6438.0,3.0,11_23_42
2022/6/2,2C0,1,6165.0,,
2022/6/30,2C0,1,6690.0,,
2022/7/30,2C0,1,7033.0,,
